activity_daily_movement,activity_high,activity_inactive,activity_score,activity_score_meet_daily_targets,activity_score_move_every_hour,activity_steps,activity_total
15433,11,552,95,100,100,18352,456
21647,10,487,94,100,100,25403,521
19834,11,425,92,100,100,23716,466
20328,8,459,77,100,100,24048,539
16153,7,376,74,100,100,19266,391
6993,7,762,78,100,100,7819,279
13259,1,347,99,100,100,16983,399
26949,8,377,74,100,100,30529,607
22880,10,436,97,100,100,26412,584
20548,3,467,94,100,100,23673,537
20471,6,452,92,100,100,24441,570
16095,5,476,89,100,100,19260,395
16515,6,402,78,100,100,20329,438
19370,8,504,74,100,100,23356,520
22289,9,439,73,100,95,25198,565
20805,6,506,72,100,100,24676,494
21293,10,459,73,100,100,25055,540
19699,7,507,72,100,100,24376,537
20063,7,432,74,100,100,24088,632
23668,5,365,75,100,100,27411,616
16957,9,366,74,100,100,19628,478
23189,10,453,73,100,100,27054,570
12446,9,508,82,100,100,13825,625
16606,10,426,98,100,100,19204,510
9040,5,527,81,100,100,10201,373
18218,1,471,97,100,100,22427,547
11473,5,530,96,100,100,12826,440
17497,7,379,98,95,95,21430,419
12323,0,599,93,95,95,15485,407
13245,0,325,98,95,100,15751,526
10789,1,500,97,100,95,13937,447
10300,2,458,98,100,100,12294,429
12264,0,450,98,100,100,15162,489
12234,0,338,99,100,100,14691,474
9929,0,481,97,100,100,12032,365
9271,0,527,95,100,95,11991,405
15799,2,463,98,100,100,19757,433
7800,1,430,96,95,100,9784,334
11103,0,411,97,95,100,14420,374
6671,0,494,87,78,95,8492,308
8967,0,490,86,60,100,11586,348
7428,0,623,78,43,95,8591,280
6510,0,461,83,43,100,8476,268
14809,1,452,82,43,95,17994,464
12315,5,440,88,60,100,14282,406
9936,0,266,88,60,100,12139,424
15159,1,435,93,78,100,17667,491
11844,1,433,97,95,100,14291,500
16569,1,431,98,100,100,21321,436
12869,0,569,92,100,100,15420,372
13213,1,344,99,100,100,15600,453
7800,0,527,87,100,95,9781,343
10312,0,471,97,100,95,12828,391
15056,3,448,98,100,100,17970,507
7064,0,471,95,95,95,8663,294
9993,0,503,95,95,100,11398,340
11357,1,545,93,95,78,13260,360
6009,0,656,88,78,100,7445,245
18469,1,469,96,95,100,21324,485
13374,4,509,92,95,60,16380,352
6535,0,596,89,78,100,8624,243
9247,2,568,95,95,100,10296,305
10266,1,641,93,95,100,12489,391
10379,2,555,94,95,95,12636,307
7928,0,420,97,95,100,9795,274
5333,0,696,87,78,95,6654,228
20045,0,400,94,78,100,24106,544
11057,1,334,98,95,100,12615,455
12204,0,426,95,95,100,14997,483
14943,0,212,95,95,100,18289,637
14254,1,527,89,95,100,17573,474
11027,1,487,89,100,100,13137,388
17813,3,391,99,100,100,21404,610
5807,0,467,98,100,100,7463,342
7099,0,500,98,100,100,8948,292
9572,0,621,95,100,100,11933,347
9188,3,550,96,100,95,11129,324
5386,0,495,96,100,100,7408,366
7294,0,526,95,100,100,9578,327
9251,0,496,93,100,100,11505,380
6698,1,456,91,95,95,8633,265
10188,0,553,91,95,100,11524,395
8798,0,509,87,95,100,10969,412
8931,0,426,80,78,100,10709,333
6483,2,554,79,78,100,7632,264
9183,0,586,78,78,100,11135,375
9099,0,458,84,78,95,11321,325
9859,4,653,88,95,78,12111,320
7831,1,461,89,78,100,9682,323
11222,0,613,86,78,100,14218,473
9502,0,522,95,95,100,11996,357
5583,0,501,94,95,95,7347,187
6535,0,646,88,78,95,8344,267
7027,2,551,82,60,95,8404,245
7196,0,649,71,43,78,8911,260
6662,0,571,73,43,78,8574,271
8254,0,607,73,25,100,10792,308
8955,1,664,72,25,100,11189,299
2050,0,555,72,25,95,2726,122
13925,1,566,81,43,95,17910,408
10707,1,477,86,60,95,13575,333
6271,0,651,83,78,78,7122,264
7098,0,593,93,95,95,8097,332
10071,0,521,91,95,95,10386,394
6976,0,603,90,95,95,8392,261
719,0,113,80,78,100,859,41
8681,1,612,93,95,95,10603,353
8791,6,534,94,95,95,10641,328
13732,7,376,99,100,100,16675,457
7094,12,507,97,100,100,8356,286
11007,6,425,98,100,100,13341,387
6219,0,507,97,100,95,8288,250
11299,0,669,94,100,95,14842,487
7394,9,512,96,100,100,8854,319
20330,8,353,99,100,100,24801,547
15558,0,542,97,100,100,17793,618
14004,1,495,98,100,100,15980,565
14612,8,333,99,100,100,17605,496
12903,0,713,94,100,95,15993,449
10312,1,450,97,100,95,13035,426
9389,4,500,96,100,100,11302,372
9385,0,697,93,100,100,11844,496
12076,9,458,98,100,100,14600,400
9019,0,506,96,100,100,11545,286
5568,6,572,92,100,78,6738,212
8459,0,724,93,100,100,11114,438
6770,1,279,99,100,100,9065,391
11698,7,708,93,100,100,14483,492
11527,3,419,98,100,100,15028,476
9333,1,478,97,100,100,12173,284
4345,6,593,94,100,100,5878,246
10348,8,382,99,100,100,11969,246
13938,7,678,94,100,100,17217,571
11364,0,480,94,100,100,15101,394
10811,6,455,90,100,95,12833,379
14246,0,480,88,100,95,18052,538
10749,3,453,75,100,100,13047,351
6987,0,573,80,100,100,9342,208
13559,15,414,98,100,100,15345,373
5250,0,400,99,100,100,6918,310
10817,2,308,100,100,100,13470,383
16290,9,381,99,100,100,20327,441
13260,6,414,98,100,100,16015,382
9140,0,470,95,100,100,11793,298
9670,1,538,90,100,100,12501,335
7174,0,488,87,95,95,9343,193
9834,8,468,97,100,100,11970,243
10627,10,572,95,100,100,12688,315
8478,0,467,97,100,100,11400,282
5588,0,498,93,95,100,7289,340
9513,3,480,96,95,100,12104,342
1883,0,376,93,78,100,2326,81
9060,7,386,93,78,100,11164,238
6504,0,416,93,78,100,8720,205
9512,2,545,90,78,95,12053,287
7636,1,463,87,60,100,9765,217
2121,0,542,85,60,100,2771,137
11311,0,475,88,60,100,14164,343
8144,1,425,93,78,100,9885,211
8394,2,416,92,78,100,10711,245
8687,1,454,96,95,100,11507,233
10956,0,376,98,95,100,14513,264
485,0,569,94,95,100,1017,48
8343,0,493,96,100,100,10980,259
8286,1,396,99,100,100,10345,205
9768,3,415,99,100,100,12249,266
3036,0,554,94,95,100,3784,130
7403,0,443,96,95,100,9931,219
8805,0,491,95,95,100,11508,272
2326,1,553,93,95,95,2878,86
4637,0,498,91,78,100,6177,207
4153,0,421,87,60,100,5393,185
2578,0,554,75,43,95,3707,107
6844,1,423,78,43,100,8836,221
10288,1,486,82,43,95,12570,286
4028,1,848,89,95,100,5174,148
7170,0,558,94,95,100,8264,357
8443,7,686,91,95,95,8795,290
2860,0,678,83,78,100,3307,177
6495,7,536,82,78,100,7437,271
3898,0,795,80,78,100,4757,194
2643,0,847,73,60,100,3056,146
7782,1,687,80,60,95,8265,267
5205,6,759,75,43,100,5536,250
3928,0,935,75,60,95,5048,211
1867,0,680,69,43,100,2274,124
8844,0,830,78,60,100,10938,327
2013,0,835,76,60,95,2583,130
6017,12,710,79,60,95,5968,213
8337,1,756,86,78,100,10482,289
3435,0,674,83,60,100,4086,195
8313,1,774,87,78,100,10816,235
2397,0,819,85,78,95,3315,189
1926,0,802,75,60,78,2622,141
2721,0,629,71,43,100,3554,221
4022,0,625,63,25,100,4884,154
4790,0,635,63,25,100,5369,250
8667,0,738,65,25,95,11202,280
4406,1,792,66,25,95,5210,199
2032,1,715,68,25,100,2544,141
6717,8,748,72,43,100,6466,269
2967,5,795,71,43,78,3284,139
8058,0,717,82,60,100,10118,291
6173,8,777,82,60,100,6464,236
5532,2,803,80,60,95,6016,191
2502,1,785,72,43,95,3284,173
3191,1,725,72,43,100,3662,173
2324,0,785,70,43,78,3343,191
9162,5,553,84,60,100,11173,284
8447,5,576,84,60,95,9474,276
6930,0,792,80,60,100,8482,267
2719,0,137,86,60,100,3024,128
6940,1,665,93,95,100,7689,318
11020,3,565,95,95,100,12873,408
7474,0,543,95,95,100,9382,271
4821,1,460,95,95,95,5671,227
3162,0,641,88,78,95,3977,163
9664,1,450,92,78,100,12005,364
4334,0,603,89,78,95,5847,200
6737,0,534,86,60,100,8305,287
3048,0,534,81,43,100,4103,133
6806,2,515,77,25,100,8146,265
6799,0,517,81,43,100,8609,268
5331,0,449,78,25,100,6287,221
10332,0,482,82,43,95,12780,311
6313,3,445,83,43,100,7269,220
3228,0,629,80,43,100,4130,202
8684,2,510,87,60,100,10754,281
7292,2,427,88,60,100,8658,257
6099,1,567,82,60,100,7864,268
10086,1,494,87,60,100,12006,315
3842,0,711,83,60,100,5493,243
3284,1,566,83,60,78,4297,207
10189,0,516,86,60,100,13033,353
4595,1,632,75,43,100,5491,169
11631,3,619,76,43,95,14337,339
7566,0,419,85,60,95,8977,326
6533,0,396,83,43,100,7965,381
14069,6,354,84,43,100,16302,420
5810,0,467,77,43,100,7254,340
9538,0,680,81,60,78,12473,293
12996,1,432,88,60,95,14604,423
9378,1,337,93,78,100,10652,388
6846,0,532,92,95,100,8197,271
4823,0,624,83,78,100,6167,233
4878,2,613,89,78,95,5816,198
1736,0,608,88,78,95,2669,142
2285,0,613,81,60,95,2949,139
4983,0,534,67,25,100,6362,248
2378,0,529,55,1,100,2818,129
5314,1,553,56,1,100,6373,234
6673,3,520,65,25,100,8243,336
3395,1,494,69,25,100,4174,219
5719,0,526,59,1,95,7025,226
4706,2,531,63,1,95,5492,205
6671,1,620,64,1,95,8016,276
1319,0,598,67,1,100,1936,120
9029,1,503,77,25,95,10751,330
3640,0,701,72,25,78,4609,223
6619,4,510,82,43,100,7994,248
4132,0,508,81,43,95,5372,210
2716,0,456,81,43,95,3243,169
3026,0,533,75,43,100,3647,176
7184,1,391,87,60,100,8425,258
11010,2,552,80,43,95,13264,361
12398,0,555,85,60,95,14386,443
6955,2,471,84,60,100,8216,237
4641,0,361,83,60,100,5713,214
1936,0,590,81,60,60,2646,143
6692,0,575,85,60,100,8384,251
5691,1,582,90,78,100,6929,324
3390,0,568,79,43,100,4416,199
8397,3,598,80,43,100,10415,322
2600,0,732,70,25,100,3612,205
4076,1,634,70,25,100,4662,201
2600,0,774,83,95,60,3239,148
6523,2,793,89,95,95,7785,271
7549,0,653,92,100,95,9463,316
2284,0,850,87,95,78,3010,138
7812,0,510,95,95,100,9443,346
2120,0,613,87,78,95,2381,128
6425,0,579,90,78,100,7698,213
3635,0,723,85,78,100,4513,178
8751,2,607,87,78,100,11762,589
10107,1,416,89,78,100,13417,666
10119,0,539,91,95,100,13031,656
8985,0,489,86,95,95,10578,466
8976,1,450,91,100,100,11215,347
11939,0,515,84,100,100,15648,647
11332,0,445,76,100,100,13330,477
4422,0,643,80,100,95,5436,199
2661,0,545,94,95,95,2990,131
6357,0,774,84,78,78,8238,226
1884,0,762,84,78,78,2756,145
2550,0,805,84,78,78,3220,134
1303,0,840,81,78,60,1722,92
2716,1,756,76,60,78,3282,132
4369,0,798,66,43,78,5487,217
2483,0,739,59,43,60,3276,123
9467,2,676,79,60,100,10620,252
7401,1,798,75,60,100,8261,335
8166,0,532,86,78,100,9458,463
8614,0,760,83,95,78,11163,405
4243,0,750,84,95,95,5364,231
6816,1,604,93,95,100,8116,240
1749,0,813,89,100,95,2414,119
2050,0,596,88,95,100,2803,124
4005,0,720,78,78,95,4790,225
7973,4,789,79,78,78,9282,276
13517,0,491,86,78,100,15825,549
2443,0,652,81,60,95,3036,152
6718,0,753,77,60,100,8196,350
2350,0,790,73,60,78,3129,111
4629,0,865,69,60,60,6191,201
10345,1,587,80,78,100,12629,499
2628,0,532,76,60,100,3371,162
5863,0,532,75,60,100,7157,300
2330,1,781,71,60,100,3015,126
3579,0,660,69,60,78,4567,227
1381,0,782,62,60,43,1838,102
6944,0,727,73,60,43,8667,276
17520,1,400,93,78,95,19022,628
21639,10,435,96,95,95,22712,605
15959,0,422,96,100,100,17710,570
2601,0,675,87,100,95,3304,152
6588,0,650,94,100,95,7831,323
2054,0,606,93,95,95,2166,102
3056,0,606,87,78,100,3690,181
3088,0,708,75,60,100,3813,177
3037,0,742,57,43,78,3664,173
2664,0,550,63,43,95,3141,134
8942,3,640,69,43,100,10150,348
11540,2,726,79,60,95,13734,308
5098,0,806,77,60,95,6356,268
5667,0,745,82,78,78,7035,188
2933,0,889,71,78,25,3250,141
3351,0,831,78,78,95,3879,145
2744,1,855,67,60,60,3112,139
5918,1,713,76,60,60,6718,191
3897,0,953,69,60,43,5236,186
4520,0,878,83,95,78,5416,216
1033,0,682,83,95,78,1395,67
1287,0,862,76,95,60,1971,81
1419,0,570,65,60,95,2100,124
7160,0,700,70,60,78,8949,269
1297,0,976,61,43,78,1714,83
7525,5,648,78,60,60,9286,248
898,0,821,76,78,43,1224,56
1392,0,625,79,78,78,1683,91
5838,2,892,69,60,43,7297,170
5768,0,739,77,60,95,7486,180
4882,0,713,66,25,95,5994,192
1018,0,843,54,25,25,1276,60
2123,0,913,57,25,60,2852,119
1250,0,679,69,43,78,1752,95
6150,0,713,64,25,95,8034,237
1029,0,727,67,43,78,1326,62
2008,0,863,63,43,78,2742,134
2271,3,855,65,43,100,2768,119
4989,0,780,56,25,78,6324,220
1426,0,877,52,25,60,2033,112
6027,0,584,53,1,95,7562,214
6143,0,739,57,25,95,7824,272
8492,0,438,66,43,100,9809,431
3952,0,687,62,43,60,4987,230
1636,0,689,64,43,60,2364,127
4535,0,900,57,43,60,5677,224
4405,0,818,61,43,60,5327,204
8131,0,851,62,60,60,10427,309
1579,0,858,61,43,60,1968,111
1114,0,831,64,43,78,1742,95
3108,0,961,55,43,43,4279,158
5424,0,844,61,43,60,7125,198
3509,2,669,70,60,78,4081,133
2730,0,687,63,43,95,3562,149
8948,1,363,98,95,100,11288,472
11302,0,306,98,95,100,14269,475
12834,1,331,98,95,100,15153,486
12621,3,423,98,100,100,14896,491
13394,3,425,90,100,100,15632,472
20857,15,307,79,100,100,21392,645
10556,0,344,100,100,100,13157,419
11625,0,349,99,100,100,14044,459
17505,4,272,99,100,100,20978,486
16231,1,400,95,100,100,19381,521
16585,0,302,94,100,100,19152,583
8788,0,389,90,100,100,10638,440
3659,0,397,87,100,100,5007,216
14676,3,425,98,100,100,16472,415
16706,0,310,99,100,100,19604,636
15034,5,374,98,100,100,17796,525
6653,0,576,87,100,95,8301,349
13193,4,271,100,100,100,13657,404
15219,1,400,99,100,100,17376,540
14767,0,339,98,100,100,17254,516
11546,0,364,96,100,100,14425,528
10689,0,443,98,100,100,13594,509
7280,0,508,95,95,100,9506,402
5661,0,520,89,78,100,7805,375
9826,0,475,88,78,100,12248,418
4376,0,586,85,60,100,6350,358
10834,0,436,84,60,95,13893,525
15813,0,335,94,78,100,19755,602
11367,0,435,97,95,100,14192,507
8756,0,484,98,100,100,10948,372
10301,1,465,97,100,100,13239,468
8906,0,433,95,100,100,11883,465
6225,0,285,100,100,100,8029,350
8530,0,438,98,100,100,11248,432
8383,1,169,99,100,100,10124,409
9825,0,503,97,100,100,12327,439
13970,2,331,99,100,100,17069,546
13035,0,491,97,100,100,16458,469
13034,0,374,96,100,100,15962,500
7542,0,304,94,100,100,9634,309
10965,1,317,100,100,100,13650,446
10130,0,452,97,100,95,12254,370
17288,5,365,98,100,100,20843,512
16261,1,325,96,100,100,19223,570
14681,0,337,93,100,100,18514,555
9715,1,663,83,100,78,12191,464
10256,0,416,83,100,100,13413,400
13131,0,570,94,100,95,16772,411
4459,0,507,81,100,95,6072,181
9707,1,486,98,100,100,12534,402
16017,1,571,95,100,100,20262,518
11098,0,481,95,100,100,14288,394
11503,1,319,93,100,100,13885,349
9364,0,411,91,100,100,12449,415
13475,2,580,74,100,95,16444,449
11167,0,476,74,100,100,15064,377
9055,1,534,81,100,100,11859,349
8581,1,450,83,100,100,10932,325
5327,2,542,81,100,100,7527,280
19985,3,398,74,100,100,24247,520
8787,0,551,81,100,100,10921,313
3372,0,597,79,100,95,4786,267
7971,0,404,99,100,100,10164,397
6576,0,442,98,100,100,8095,349
8309,0,391,95,95,78,11703,365
1666,0,175,90,78,100,2086,99
28947,2,459,98,100,95,36332,649
28115,6,447,98,100,100,34587,634
29419,4,430,98,100,100,35122,707
22416,1,377,95,100,100,27478,496
25598,3,380,93,100,100,31060,556
27226,4,427,90,100,100,34101,596
29902,7,379,78,100,100,37115,670
25625,2,442,75,100,95,32507,558
19824,3,525,72,100,95,24342,520
25624,0,444,73,100,95,33235,604
28827,8,419,74,100,100,35026,683
27147,7,417,73,100,95,34446,597
16569,0,263,75,100,100,20947,448
29906,4,291,75,100,100,35669,639
26177,0,349,74,100,100,31806,592
20569,1,438,73,100,95,25238,524
26310,3,394,75,100,100,32370,591
18203,0,440,74,100,100,22649,435
22925,1,536,72,100,95,29367,501
23019,1,415,74,100,100,27732,613
9722,1,559,72,100,100,12115,392
14953,0,429,74,100,100,19452,427
25005,6,618,70,100,95,31268,517
21576,1,457,73,100,95,27032,591
6816,0,638,79,100,95,8681,276
26932,3,407,74,100,100,33534,622
23610,2,618,70,100,95,28653,638
31674,7,428,98,100,100,38316,713
22011,2,498,96,100,95,27764,637
26370,4,420,95,100,100,33073,593
27016,16,470,92,100,100,32916,622
17101,1,412,90,100,100,20299,456
16524,1,458,76,100,95,20362,462
32766,6,427,76,100,95,40115,657
23615,0,428,74,100,100,29652,545
26229,0,556,72,100,95,32173,561
28281,1,352,75,100,100,34968,615
18816,0,640,70,100,95,22833,498
7750,0,553,81,100,95,9870,307
2715,0,731,78,100,100,4171,248
13840,1,577,95,95,100,17449,359
26624,2,403,97,95,100,31450,577
10476,0,636,91,95,78,13282,445
18909,2,579,92,95,95,23269,514
19884,1,561,89,95,100,24667,550
16040,0,378,78,100,100,19585,387
26360,5,480,74,100,95,32168,579
30073,5,378,74,100,95,35635,610
21239,0,444,71,100,78,26147,558
28621,27,360,74,100,95,33914,579
25549,0,382,74,100,100,31568,535
29919,2,443,74,100,95,37172,629
24164,7,569,72,100,100,30086,511
28426,5,401,74,100,100,34215,595
18448,2,424,71,100,78,21694,416
2641,0,646,77,100,78,4067,216
30123,1,481,98,100,95,37075,683
22997,2,573,94,100,78,28518,536
6869,0,520,96,100,95,8929,334
11740,0,591,96,100,95,13962,403
16296,3,516,97,100,95,19415,486
3937,0,198,96,95,95,4784,200
44234,149,135,96,100,100,36867,664
46659,137,207,94,100,100,37611,658
45073,47,252,77,100,100,44836,837
12735,1,381,84,100,100,13889,587
22476,1,173,100,100,100,23700,595
13523,10,304,100,100,100,13957,443
18596,8,362,100,100,100,20994,529
21283,8,223,100,100,95,22321,498
33642,34,306,75,100,100,32488,680
20091,1,293,75,100,100,20389,609
21052,5,332,74,100,95,23905,575
5585,1,490,81,100,95,6778,329
11017,2,336,99,100,100,11850,432
13866,9,535,96,100,100,14311,460
4935,1,348,98,100,100,5646,237
8087,1,436,95,95,95,10215,215
14397,6,530,95,95,95,16075,387
13811,0,407,97,95,100,16977,446
17354,3,344,99,100,100,19310,537
10399,6,377,96,100,100,10637,391
22262,3,225,100,100,100,26453,696
23840,16,302,100,100,100,26498,629
7590,0,601,94,100,95,8953,366
7844,1,324,99,100,100,8170,258
17487,1,394,99,100,100,19381,596
12597,10,464,98,100,100,12474,439
12131,3,404,98,100,95,12384,405
9316,0,418,95,100,100,9975,371
10300,6,404,98,100,100,11115,459
11133,0,518,95,100,95,11341,435
10684,3,662,93,100,95,11677,435
7825,2,178,99,100,100,7858,265
22694,2,271,100,100,100,26524,613
20604,6,238,100,100,100,23452,556
16110,11,403,99,100,100,16550,540
511,0,35,96,100,100,585,27
10154,15,644,89,95,100,11032,368
9025,17,480,90,95,100,9386,351
4913,2,638,80,78,100,6543,286
7079,14,709,87,78,100,7838,239
3824,0,565,80,43,95,4842,221
4581,9,795,72,25,95,4443,169
5642,15,704,73,25,95,5933,197
5962,10,773,67,25,43,6166,206
6888,17,802,61,1,60,6550,213
8582,21,748,64,25,43,8171,235
4634,3,617,70,25,100,5457,196
6358,8,754,67,25,43,6801,209
5070,10,645,74,25,95,5393,214
6143,11,693,74,25,95,6304,277
6688,2,598,75,25,100,8671,318
6876,18,641,71,25,60,6471,223
5299,10,672,65,1,78,5326,178
6160,9,657,68,1,95,6822,257
3602,8,631,69,1,100,3781,154
3868,8,858,57,1,20,3694,154
7657,13,661,68,1,95,8305,214
6255,11,739,63,1,60,6438,256
4277,0,626,67,1,95,5346,231
7480,16,652,66,1,78,7852,236
4676,7,645,69,1,100,5034,202
6984,12,559,70,1,100,7343,255
5830,12,600,69,1,95,6217,246
5324,20,722,65,25,25,4873,134
4679,7,709,68,25,78,5184,190
7518,11,575,76,25,95,8051,345
7463,15,587,76,25,100,7769,276
7259,12,487,78,43,95,7578,280
5374,1,676,75,43,95,6405,253
3984,10,730,72,43,43,4024,159
5972,7,636,73,25,78,7281,298
5167,14,768,67,25,43,4971,160
5093,14,597,75,25,95,5275,204
6251,21,629,72,25,78,6220,211
3831,9,627,60,1,43,3816,174
5591,18,788,54,1,43,5106,171
7466,8,583,61,1,95,8765,319
7083,17,591,67,1,78,7650,253
4486,2,712,64,1,78,5087,206
5835,13,561,70,1,95,5521,225
6498,12,625,69,1,95,6814,192
7291,19,635,68,1,95,7832,229
7159,6,673,62,1,78,8444,270
4751,7,631,65,1,60,4985,190
5069,7,514,70,1,95,6068,220
5753,19,765,63,1,60,5056,174
2290,2,773,62,1,60,2787,101
3085,1,844,55,1,43,3532,120
4700,6,682,58,1,78,5078,209
4446,11,713,56,1,60,4861,165
3777,2,811,54,1,78,4706,211
5854,6,596,62,1,78,6730,210
7355,25,548,67,1,100,6097,179
6958,20,621,67,1,78,6552,198
6164,17,459,78,25,100,5844,198
5786,11,803,67,25,78,6629,240
4728,8,647,69,25,100,5527,203
7543,2,571,77,25,100,10275,378
4451,7,502,75,25,78,5008,229
5995,12,530,77,25,100,6177,233
4942,4,661,72,25,78,6316,265
1849,0,431,66,1,100,2655,137
5885,12,493,66,1,95,6594,257
3640,8,641,61,1,78,3922,152
4668,4,507,65,1,100,5207,248
3419,0,570,62,1,95,4684,206
3509,2,467,60,1,95,3788,148
7813,12,678,60,1,78,8092,275
3561,0,667,64,25,95,4393,187
5238,2,619,65,25,95,5912,217
4412,2,614,65,25,100,5255,213
3849,4,478,67,25,100,5113,263
5879,2,632,65,25,95,7008,217
2631,5,557,56,1,95,2888,123
4151,7,456,58,1,100,4791,217
3817,2,657,53,1,95,4852,213
2531,0,656,52,1,95,3198,131
6102,9,719,55,1,78,6816,229
6209,24,476,64,1,60,5442,144
9492,9,666,66,1,78,11112,231
3905,11,725,66,1,95,4163,142
2015,3,581,64,1,78,2297,86
3886,0,778,62,1,60,5049,218
3690,5,608,65,1,78,4072,185
1884,0,650,63,1,100,2516,139
3138,2,638,58,1,95,3846,191
5293,18,450,62,1,78,4877,151
5368,9,731,58,1,60,6135,197
2936,3,518,66,1,100,3754,137
1910,0,622,62,1,95,2716,141
1469,0,497,62,1,95,1828,79
4192,1,610,58,1,78,5315,253
5385,14,479,61,1,60,4791,132
3752,9,620,63,1,100,4169,163
4523,7,412,68,1,100,4916,186
5684,17,594,68,1,100,5175,171
6632,12,579,68,1,78,6501,233
4067,8,461,71,1,100,4598,181
4575,12,484,72,1,100,4851,151
1970,0,561,69,1,100,2807,137
5127,10,561,69,1,95,5435,181
3552,3,563,68,1,95,4368,182
2053,0,718,58,1,60,2855,154
5708,3,639,60,1,78,6995,259
6036,13,642,63,1,95,6606,270
3745,5,610,62,1,78,4258,174
3604,0,553,59,1,78,4762,169
2045,2,464,62,1,95,2537,113
4017,1,556,60,1,100,4776,190
2981,2,554,58,1,100,3475,165
997,0,189,56,1,100,1271,56
6484,8,587,94,95,95,6834,275
6245,2,662,86,78,78,7374,301
17818,3,438,93,78,100,20077,552
11504,0,470,96,95,95,12929,478
20105,9,423,97,95,100,21629,605
15999,6,506,95,95,95,17630,512
8579,3,520,90,100,95,9325,387
3185,1,677,90,95,78,4178,198
2653,0,724,91,95,95,3176,160
17937,9,575,95,95,100,20383,558
5939,8,666,85,78,78,6708,217
7732,4,610,89,78,100,8566,307
18494,8,421,93,78,100,20666,617
9872,6,560,90,78,95,10561,382
8584,2,576,93,95,95,9667,366
7098,2,679,93,100,95,8125,323
17774,10,510,97,100,100,19150,525
8619,12,623,94,100,95,9051,327
2759,1,563,95,100,100,3804,172
1344,1,618,93,95,100,1945,87
443,1,553,83,78,78,963,52
1856,3,890,70,60,78,2424,114
4854,7,806,66,43,78,5502,229
6508,11,640,68,25,95,7353,274
3696,1,715,57,1,100,4708,237
7380,5,687,66,25,100,8748,304
4657,3,666,73,43,78,5206,223
2588,0,698,73,43,100,3075,127
6894,9,621,80,60,100,7656,318
10015,4,571,89,78,100,11066,363
16746,14,483,96,95,100,18554,519
3678,4,678,90,100,78,4131,173
3410,1,720,91,95,100,4031,197
16603,7,392,97,95,100,18696,513
8552,5,560,95,100,100,8969,318
6530,3,619,93,100,95,7442,298
5920,0,598,95,100,100,7643,310
17249,10,444,98,100,100,19053,504
4755,5,643,92,95,100,5133,225
17388,9,452,98,100,100,18466,477
6813,3,647,89,95,95,7804,327
5469,0,610,86,78,95,6158,242
5084,1,744,79,60,95,6066,216
17594,2,513,84,60,100,19583,487
3370,1,689,76,60,60,3609,172
9505,2,598,82,60,100,11116,334
17082,3,542,88,78,78,19292,444
5605,2,750,79,60,78,6719,255
5600,1,647,88,78,95,6329,274
4699,7,755,86,78,95,4664,172
17042,2,434,92,78,100,18534,493
5010,3,732,82,78,60,5440,211
14587,5,526,90,78,95,15932,447
16528,1,525,90,78,100,18771,465
3700,0,752,85,78,100,4927,249
7656,8,602,90,78,100,8267,290
8851,4,612,93,95,95,10276,314
8518,7,636,92,95,95,9387,318
15546,4,484,93,100,100,17391,501
4825,7,623,87,95,95,4907,179
19338,16,405,97,95,95,20040,524
9394,32,661,91,100,78,8162,239
6840,10,720,92,100,95,7035,247
4098,2,691,89,95,100,4539,187
17886,9,402,97,95,95,18842,514
3715,3,791,83,78,60,4153,179
14147,1,426,97,95,95,15813,476
4435,1,710,87,78,100,5865,289
6783,3,611,88,78,95,7392,245
4726,3,689,83,60,100,5531,240
5195,3,704,82,60,100,5887,231
15133,4,481,87,60,100,17441,491
3328,3,707,82,60,100,4085,178
3481,3,600,77,43,100,4713,232
4673,4,789,68,43,78,5519,194
3749,4,583,73,43,100,4742,195
4410,9,720,73,43,95,4195,176
16160,4,520,79,43,95,18531,496
614,2,91,78,43,100,552,22
9593,2,468,96,95,95,10666,407
11575,0,393,98,95,100,13122,582
6383,2,380,93,78,100,8091,389
5419,0,593,95,100,100,7578,374
8478,1,307,99,100,100,9973,431
4877,0,608,94,100,100,7113,409
4490,0,444,96,100,100,6973,438
12821,0,398,98,100,100,14654,563
5322,0,551,92,95,100,7176,399
12202,1,374,95,95,100,13853,502
14006,1,405,97,95,100,15656,650
17839,4,408,97,95,100,18533,584
11780,1,495,92,95,100,13620,573
8313,0,481,91,100,95,10232,480
20445,6,454,98,100,100,21116,586
8150,0,577,96,100,100,10009,447
5630,0,432,98,100,100,7705,440
1665,0,455,98,100,100,3340,273
4850,1,569,92,95,95,6790,336
6236,7,487,92,95,100,7586,393
2940,0,679,85,78,100,4488,268
10357,1,601,84,78,95,12803,587
11928,0,362,90,78,100,13986,533
7934,1,633,87,78,100,9743,477
7206,1,322,93,78,100,9332,477
3800,0,631,93,95,100,5822,364
22769,2,388,98,95,100,22803,618
9515,3,404,99,100,100,11673,684
13724,0,442,98,100,100,15214,506
4374,0,307,96,100,100,6960,425
4229,0,590,93,95,100,6221,409
3675,0,550,90,78,100,6241,408
8186,0,492,95,95,100,9696,484
4800,2,564,88,78,95,5606,248
14489,5,417,97,95,100,15595,622
14525,1,385,97,95,100,17181,614
7485,0,633,89,95,95,9219,423
12038,1,270,100,100,100,13178,570
10738,1,419,98,100,100,13494,708
8190,1,330,98,100,100,9696,468
13468,2,390,99,100,100,15433,688
