activity_daily_movement,activity_high,activity_inactive,activity_score,activity_score_meet_daily_targets,activity_score_move_every_hour,activity_steps,activity_total
13355,0,316,98,95,100,16982,487
14577,0,351,96,100,100,18533,497
13575,0,617,88,100,100,16716,506
7802,0,293,86,100,100,9816,292
12931,0,426,98,100,100,16710,381
12156,1,425,98,100,100,14848,429
14266,0,449,97,100,100,18064,452
7901,1,490,93,100,95,8647,288
10982,0,416,92,100,100,14142,346
15288,1,406,90,100,100,19035,441
10163,0,524,75,100,100,13366,463
17667,1,299,76,100,95,21151,553
15208,0,396,75,100,100,19041,409
12645,0,343,74,100,100,15814,523
14970,1,371,75,100,100,18255,453
13738,0,456,73,100,100,17168,440
12590,1,330,75,100,100,16265,476
13689,2,573,71,100,100,16660,465
12628,0,377,74,100,100,15862,336
12171,0,495,72,100,100,15338,395
9841,1,396,83,100,95,11916,515
11500,2,584,71,100,100,13560,466
11970,0,368,74,100,100,15328,390
13771,0,375,74,100,100,16959,397
14360,0,497,72,100,100,18211,463
13368,1,360,74,100,100,16775,422
15419,0,312,84,100,100,18112,665
12084,3,391,74,100,100,14746,564
12966,2,386,74,100,100,16020,429
15153,1,309,99,100,100,18525,435
14498,1,638,94,100,100,18491,496
13724,0,492,93,100,95,17305,474
9763,1,539,90,100,100,10964,376
12457,1,383,90,100,100,15271,420
19450,0,283,79,100,100,23770,751
18509,1,289,77,100,100,23474,667
12771,1,466,73,100,100,16380,380
9448,0,579,80,100,100,11163,389
13182,0,374,74,100,100,17084,333
14563,0,536,71,100,100,17927,464
6790,2,544,81,100,100,8154,254
14990,0,522,96,100,100,18790,415
14116,1,325,99,100,100,16968,396
11527,0,452,97,100,100,13989,326
10763,0,433,95,100,100,14134,350
12658,0,574,89,100,100,16342,368
13084,1,434,89,100,100,16873,387
8090,0,578,84,100,100,10391,341
15580,1,502,74,100,100,19546,435
6285,0,516,81,100,100,8186,353
14522,1,498,97,100,100,18096,508
16948,0,382,99,100,100,21763,474
15937,0,440,97,100,100,20410,437
12442,0,561,92,100,95,16201,308
14009,2,430,92,100,100,17438,368
14023,0,507,88,100,100,18582,376
8462,1,349,88,100,100,10918,334
15941,5,427,76,100,100,20355,515
12026,1,349,75,100,100,16224,303
6378,0,643,79,100,100,7875,281
14701,3,409,98,100,100,18958,447
12594,0,550,95,100,100,16882,351
14086,0,323,99,100,100,18924,359
18568,2,413,95,100,95,21196,559
489,0,1,93,100,100,598,33
13394,2,487,93,100,100,16379,404
10064,2,382,93,100,100,12646,288
13242,2,412,90,100,100,16396,411
5006,1,457,86,100,100,5656,248
13810,1,454,97,100,95,16640,356
13554,2,332,99,100,100,16085,341
15542,1,356,98,100,100,18330,430
12687,2,468,94,100,100,15383,376
15820,8,457,92,100,100,18166,385
10825,0,554,86,100,95,13362,312
4551,4,424,87,100,95,5023,225
13276,4,516,97,100,100,15706,358
12105,2,323,99,100,100,14825,326
6437,6,593,91,95,78,6833,281
7582,1,537,96,100,100,8925,395
11823,3,394,99,100,100,13479,506
9123,3,482,97,100,100,10305,445
9659,4,522,95,100,95,10160,374
12595,2,491,96,100,95,15737,373
13753,6,494,94,100,100,16713,395
6709,5,679,85,100,78,8006,262
5314,4,595,95,100,100,5682,216
10820,9,508,94,100,78,12072,405
10033,1,336,99,100,100,10750,378
15946,7,494,97,100,95,18786,392
16930,2,402,99,100,100,20574,489
9088,2,553,95,100,95,10792,256
13670,5,549,93,100,95,14439,489
6975,8,512,91,100,100,7809,305
7249,1,512,95,100,95,8239,274
3185,0,635,94,100,95,3486,163
14507,11,444,97,100,95,16106,327
6365,5,530,94,95,95,7189,255
4348,0,596,89,78,95,5005,201
10320,11,467,91,78,95,10651,351
3969,4,558,85,60,95,4331,168
14157,4,527,90,78,95,16651,352
15493,3,447,93,78,100,18633,421
18011,10,401,93,78,100,20180,423
4916,0,538,87,78,100,5847,195
9171,4,287,99,95,100,9916,330
9159,4,430,97,95,100,10084,348
6293,0,508,95,100,95,7720,297
6699,0,487,96,100,95,8457,321
12557,2,362,99,100,100,14925,401
5929,2,474,94,95,95,6899,262
14856,3,418,98,100,100,18426,415
13857,0,513,96,100,95,17741,449
15172,1,293,99,100,100,17715,420
9195,2,570,90,100,78,11059,261
12024,8,481,92,100,100,14029,373
12449,2,391,90,100,100,14841,293
10201,2,501,85,100,95,11931,304
2494,1,591,81,100,95,2798,120
6527,4,602,94,95,100,6875,256
3562,0,528,90,78,100,4174,166
11643,0,447,92,78,95,13995,296
15016,3,408,93,78,100,17510,392
3840,0,557,84,60,95,4656,238
9966,0,461,92,78,100,12509,339
15178,1,409,93,78,100,17654,443
7826,4,514,95,95,100,8630,300
11870,0,386,99,100,95,14701,307
8162,3,502,95,95,95,9322,348
7136,2,586,93,95,95,7715,287
13013,2,441,98,100,100,15808,357
5688,0,471,96,95,100,6616,260
11137,1,422,97,95,100,13279,380
8138,5,552,94,95,100,8442,330
11143,3,651,93,95,95,13639,316
14780,6,454,98,100,100,17243,371
10582,2,496,96,100,95,13137,277
11226,2,505,93,100,95,12482,375
8879,2,480,92,100,100,9835,365
7578,4,549,94,100,78,8422,273
6776,4,627,94,100,95,7992,305
11391,1,515,97,100,100,12983,287
11285,1,415,98,100,100,13149,277
12296,6,518,96,100,95,14085,374
13748,3,429,95,100,100,15151,334
8318,8,410,92,100,100,8492,284
7565,0,628,93,95,95,10381,285
7238,0,455,95,95,100,9685,258
5752,0,636,84,78,60,7627,226
4826,0,700,87,78,95,6841,249
8203,4,564,89,78,95,10520,220
8744,2,468,92,78,100,11532,298
4104,2,707,87,78,100,5782,235
7624,0,450,92,78,100,11285,283
5920,4,599,83,60,78,7414,227
4079,1,700,84,78,78,5720,212
5595,0,438,92,78,95,7790,278
2512,0,856,74,60,43,4068,195
7366,1,709,80,60,78,9245,320
4861,0,680,85,78,78,6572,187
4043,0,727,75,43,78,5344,191
5063,0,689,72,43,60,6521,228
5466,1,659,77,60,60,7500,202
5257,1,683,85,78,100,6715,227
3832,0,550,89,78,95,5576,184
5227,1,483,83,60,95,6531,256
5140,2,601,85,78,95,6803,273
4506,0,738,84,78,100,5557,244
4117,0,526,83,60,95,5588,184
4962,5,685,70,43,78,6617,231
6931,7,693,76,43,100,9307,203
7000,1,465,83,60,100,8771,337
4783,0,573,80,60,95,6751,242
2665,0,595,80,43,100,4400,195
6059,0,504,82,43,100,8881,273
7263,3,650,88,78,100,9965,276
4573,1,686,87,78,100,5919,200
3678,2,546,85,60,95,4890,155
4112,0,565,80,43,95,5616,210
5520,2,576,80,43,100,6783,242
5688,2,527,81,43,95,7685,234
5830,2,563,76,25,100,7244,242
5390,1,665,65,1,100,7298,228
7150,1,445,66,1,100,9886,264
6985,0,579,72,43,100,8981,238
8519,1,628,63,60,100,11667,258
5156,3,559,72,60,100,6925,219
3622,2,563,85,60,95,4998,209
6007,1,617,84,60,100,8064,232
1907,0,632,84,60,100,3056,158
4394,1,657,79,43,95,6228,212
5848,0,567,76,25,100,8157,223
2993,0,606,69,1,100,4268,157
3911,1,767,59,1,60,5284,161
4240,3,673,65,1,95,5641,224
4503,1,683,65,1,95,6361,201
5644,0,502,68,1,95,8062,175
4329,0,642,65,1,60,5782,190
3312,0,655,64,1,78,4950,192
3487,1,701,62,1,78,4953,169
2018,0,708,61,1,78,3144,135
2730,2,656,58,1,78,3416,115
2325,0,816,51,1,60,3295,131
1432,0,720,51,1,95,2501,85
3962,0,555,56,1,100,5316,191
2580,0,662,54,1,100,3845,139
1812,0,677,52,1,95,2871,145
3269,2,666,53,1,95,4341,165
2012,0,576,53,1,78,3049,120
3332,0,679,53,1,100,4622,208
2079,1,770,50,1,95,2909,150
4054,1,699,51,1,78,5822,180
6053,0,562,56,1,78,8213,238
3230,0,655,59,1,95,4872,175
2046,0,477,62,1,100,3070,138
5614,0,679,60,1,60,7993,201
4987,0,533,65,1,78,6463,189
2200,0,567,68,1,100,3338,139
2742,0,687,63,1,95,3870,110
2433,0,444,67,1,100,3360,124
4286,0,659,61,1,95,5578,183
6142,1,600,74,25,95,8086,204
4150,0,570,71,25,95,5356,199
2689,2,643,65,25,78,3218,151
4132,0,696,65,25,78,5848,156
4207,0,614,68,25,95,5694,211
483,0,726,60,25,78,986,53
3497,0,599,50,1,100,4698,175
2270,1,743,49,1,100,3303,127
3317,0,548,53,1,95,4636,156
2078,0,573,54,1,100,3384,143
4183,1,750,48,1,60,5774,163
1702,1,513,56,1,100,2486,107
1914,0,622,52,1,78,2599,91
4211,1,697,47,1,43,5651,183
704,0,640,53,1,95,1457,95
3731,0,666,52,1,100,5229,206
3121,5,717,48,1,60,3886,174
4147,0,527,55,1,95,5666,178
6240,1,701,55,1,43,8523,201
6862,0,564,69,25,60,9716,196
6309,0,659,65,25,60,7892,228
1229,0,261,70,25,100,1782,68
5607,0,458,92,78,100,7675,249
2802,0,440,88,60,100,4060,155
2548,0,331,81,43,100,3698,137
3272,0,377,78,43,100,4364,163
2124,0,358,69,25,100,3119,128
2949,1,513,55,1,100,4023,118
4744,0,318,56,1,100,6276,179
3038,0,451,55,1,100,4328,142
3080,0,410,57,1,100,4235,140
2494,0,473,56,1,100,3600,145
3230,0,362,57,1,100,4422,112
1115,0,151,57,1,100,1606,63
1620,1,456,53,1,95,2232,85
570,0,432,53,1,100,1056,63
3587,0,454,53,1,100,4871,174
5437,0,379,57,1,100,7339,246
4828,0,434,58,1,100,6412,178
3513,0,246,59,1,95,5749,128
3019,0,433,64,1,100,4393,138
3126,0,315,59,1,100,3995,141
699,0,243,58,1,100,1124,58
3470,0,396,56,1,100,4781,150
2743,0,369,56,1,100,3984,151
1429,0,364,56,1,100,2283,79
1367,0,395,55,1,100,2047,89
878,0,343,56,1,100,1664,94
3738,0,313,57,1,100,5208,192
5427,0,352,57,1,100,6951,204
1993,0,353,58,1,100,3058,141
2084,0,273,58,1,100,2827,92
3561,0,414,55,1,100,4687,155
2173,1,312,57,1,100,2949,88
1486,0,223,57,1,100,2274,82
736,0,189,56,1,100,1127,57
446,0,118,56,1,100,807,45
2075,0,254,56,1,100,2832,80
1326,0,321,55,1,100,2012,77
2765,0,390,55,1,100,3612,113
1947,0,397,55,1,100,2733,122
879,0,462,54,1,100,1465,63
2151,0,362,54,1,100,3219,111
2875,0,398,55,1,100,3995,132
2098,0,370,55,1,100,2860,112
6044,0,428,68,25,100,8206,187
2933,0,308,68,25,100,4133,115
1956,0,410,67,25,100,2916,99
211,0,412,66,25,100,589,31
2362,0,376,55,1,100,3406,131
1418,0,508,52,1,100,2332,107
5268,0,410,61,1,100,7233,188
3632,1,486,55,1,100,5216,146
2171,1,392,56,1,100,3226,141
3213,0,377,57,1,100,4323,139
591,1,326,61,1,100,955,53
1591,0,434,58,1,100,2437,109
3297,0,435,60,1,100,4566,163
3835,0,270,58,1,100,5315,193
1091,0,342,56,1,100,1684,63
2954,1,339,56,1,100,3995,138
3858,0,268,56,1,100,5258,133
636,0,393,55,1,100,1209,65
1132,0,320,60,1,100,1616,76
1321,0,448,57,1,100,2097,107
1343,0,622,52,1,95,2067,114
9539,0,460,92,78,100,9909,334
12400,0,451,92,78,100,15537,419
6015,0,579,85,60,100,7240,294
4667,0,620,83,60,95,6184,250
7639,0,509,77,43,100,10190,386
8834,0,467,74,25,100,11706,340
10839,0,446,79,43,100,13424,482
6381,1,487,76,43,100,8005,368
6919,0,607,65,25,100,9113,315
6253,0,546,65,25,100,7846,340
8858,0,504,71,25,100,11162,301
3048,0,623,67,25,100,4307,269
6573,1,571,68,43,95,8233,359
3824,0,598,64,25,100,5271,315
5240,0,373,67,25,100,5893,281
12039,0,445,77,43,100,14859,423
6238,0,559,74,43,100,7954,373
9197,0,561,72,43,100,11568,371
8794,0,408,80,60,100,10810,468
10528,0,513,88,78,100,13222,365
6813,0,449,90,95,100,8274,346
7022,0,554,88,95,100,8982,322
13451,1,509,92,95,100,16169,437
7209,0,474,92,95,100,9304,383
9460,0,515,86,78,100,10986,392
11149,0,480,87,78,100,13811,454
9043,0,421,83,78,100,10816,495
11546,0,467,88,78,100,15300,482
3659,0,577,84,78,100,5093,279
6561,0,474,77,60,100,7773,399
10608,0,485,82,78,100,13329,432
9000,0,439,87,95,100,11482,456
10941,0,512,92,95,100,14282,464
7016,0,413,88,78,100,8749,402
3163,0,605,72,60,78,4220,229
6130,0,540,76,60,100,6750,323
9976,0,460,82,78,100,12722,474
5360,1,551,76,60,100,6915,295
14610,1,412,86,60,100,18596,526
6093,0,548,75,43,100,7567,361
7317,0,416,77,43,100,9142,415
10140,0,363,80,60,95,12390,503
9274,2,432,83,78,100,10182,430
10059,0,470,87,78,100,12752,353
6484,0,516,84,78,100,8293,393
7201,0,532,72,43,100,9415,416
8679,0,528,77,60,100,11467,474
9098,0,473,84,60,100,12292,352
10499,0,538,86,60,100,14455,378
4624,0,471,82,43,100,5980,334
11352,0,433,87,60,100,15087,457
6944,0,556,85,60,100,8157,327
11321,0,448,92,78,100,14986,399
3952,1,540,86,60,100,5119,285
9149,0,453,91,78,100,11203,359
14306,0,380,93,78,100,18070,505
4975,1,538,90,78,100,6475,322
6301,0,542,82,60,95,9109,303
4991,0,467,82,60,100,6532,348
9788,0,478,83,60,100,12682,370
6380,0,468,83,60,100,8960,378
11527,0,469,87,60,100,15334,413
11805,0,441,88,60,100,14982,392
12182,0,442,92,78,100,15706,383
10684,1,415,94,95,100,14786,414
8162,0,388,93,100,100,11592,406
2641,1,574,94,95,95,3735,163
1558,1,597,94,95,100,2464,146
2284,1,557,85,78,95,3233,158
6907,6,436,77,60,100,7823,319
10505,4,410,80,60,100,12817,468
10700,5,570,83,60,100,13145,367
11614,4,410,93,78,100,14987,340
16170,1,380,97,95,95,20521,555
8780,3,596,92,100,100,11111,375
7009,2,392,99,100,100,8930,248
13516,0,329,100,100,100,17489,388
13059,2,314,100,100,100,15879,467
14413,7,480,96,100,95,18400,413
17964,2,332,96,100,100,22706,527
13525,2,409,93,100,100,17610,434
13226,2,377,90,100,100,16982,438
14848,2,384,78,100,100,18459,446
12950,2,373,76,100,100,16095,460
10455,1,398,84,100,100,13245,465
12377,1,411,98,100,100,15837,454
6605,4,518,96,100,100,8964,398
11795,0,332,99,100,100,14236,537
9962,7,436,98,100,100,11991,470
8505,1,416,97,95,100,11242,375
7667,1,448,92,78,100,9339,389
10603,1,444,88,60,100,13500,430
11801,3,335,89,60,100,14704,556
10975,0,455,92,78,100,13816,436
12246,2,359,93,78,100,16167,535
8441,7,441,87,60,100,9820,418
12509,4,374,93,78,100,15862,486
8517,6,343,94,78,100,9960,493
8504,1,345,98,95,100,10558,471
8675,0,561,94,95,95,11484,422
16241,2,372,98,95,100,20027,502
7061,3,486,91,78,100,8642,446
13326,4,248,98,95,100,17010,518
10202,1,410,97,95,100,13095,396
876,0,276,96,95,100,1579,98
12422,40,346,98,95,95,15059,235
14637,20,598,94,95,100,18074,304
10056,25,553,94,95,100,11440,281
9889,24,617,92,100,100,11966,256
8450,23,545,90,100,100,10670,231
16389,8,499,88,100,100,21335,397
9686,21,441,77,100,100,11762,231
9088,8,666,80,100,95,12222,261
14088,10,552,95,100,95,18455,319
9197,35,592,96,100,100,10583,221
10237,22,576,94,100,95,12603,267
10222,50,573,93,100,100,11346,208
19024,8,450,91,100,100,24167,426
6468,26,531,87,100,95,6810,203
8430,2,558,72,100,100,11824,229
4772,15,574,69,95,78,5374,174
13785,22,581,70,95,100,16897,303
9705,5,476,71,95,100,12552,271
4625,2,518,76,78,100,6178,204
7525,15,516,89,78,95,10059,225
15615,8,348,98,95,100,20726,400
6963,0,603,89,78,100,9546,227
13422,16,561,96,95,100,16586,300
11042,33,602,87,95,95,12887,217
10353,45,593,94,95,100,11957,216
14376,21,509,94,100,100,16382,282
18896,4,530,91,100,100,24984,386
9453,3,503,88,100,100,12768,217
8045,14,439,87,100,100,10166,195
12642,10,539,96,100,100,17136,367
8082,20,599,95,100,100,9647,271
12114,9,728,92,100,100,16408,356
9886,27,528,93,100,100,12284,263
5351,17,441,87,95,100,6083,203
10687,18,597,73,95,100,13445,272
5687,13,559,77,78,100,7171,265
10787,23,483,91,78,100,14220,279
19562,11,431,68,78,100,25396,449
20094,26,522,92,95,100,24563,437
8411,2,703,87,100,95,11331,210
8503,19,574,87,100,100,10528,182
17658,39,489,75,100,95,20130,326
7949,26,638,72,100,100,9195,249
4421,17,721,66,100,78,4777,117
9214,25,575,70,100,95,10768,199
18219,19,360,75,100,100,22659,391
11103,29,542,71,100,100,13370,242
10407,25,515,72,100,100,12581,218
13636,25,619,70,100,100,16554,286
8383,22,569,71,100,100,10253,229
9850,21,555,72,100,100,12071,235
3903,17,680,69,100,95,3989,120
20484,17,536,71,100,95,25507,424
2909,3,729,76,95,95,3988,189
6332,14,727,87,78,95,8277,160
3723,14,752,83,60,100,3870,133
11629,26,592,84,60,95,14241,211
10087,24,581,90,78,100,11982,284
13401,9,569,95,95,95,16971,345
9082,20,514,95,95,100,11217,178
9630,34,682,89,95,100,11542,203
4958,0,603,87,95,95,6887,196
1453,1,589,90,78,100,2354,100
2753,1,628,88,78,95,3673,174
3009,5,632,84,60,100,4363,185
2416,2,526,76,43,95,3531,156
10076,16,553,80,43,95,12295,264
10278,5,629,79,43,95,14416,306
7527,10,676,80,60,78,9852,213
20085,7,622,89,78,100,26615,428
6708,3,606,93,95,95,9250,217
6639,1,644,93,95,95,8718,208
10263,0,577,96,100,100,13317,268
11843,10,595,96,100,100,15015,313
7345,16,820,85,100,43,9250,159
8529,10,617,91,100,100,11448,202
11351,5,563,86,100,95,15275,294
7975,7,541,85,100,100,10696,268
14254,14,626,95,100,100,17632,355
8926,10,622,94,100,95,11383,278
10437,9,509,96,100,100,13606,286
10545,4,566,90,78,100,14785,231
13306,15,500,88,78,78,17050,303
7840,8,618,89,78,100,10187,191
2080,1,515,87,60,100,2812,111
8371,12,560,90,78,100,10968,251
19202,12,411,98,95,100,24000,444
8634,4,586,95,100,100,11837,280
11163,13,463,94,100,100,14441,252
13512,6,533,91,100,100,17279,359
6797,5,563,85,100,78,9270,181
6206,7,590,96,100,100,8858,203
9693,7,582,95,100,95,13378,243
13447,9,509,97,100,95,16919,355
1253,2,386,97,95,100,1731,68
2594,0,698,92,95,100,4114,195
11908,10,505,96,95,95,15655,269
7805,3,575,88,78,78,10579,191
3861,2,731,86,78,95,5686,191
6147,11,591,85,60,100,8110,175
5820,5,559,95,95,100,7844,336
11175,9,462,96,95,100,14185,477
11861,2,504,95,95,100,16536,406
9520,1,467,93,95,100,13301,375
8575,7,573,88,95,100,11630,405
4237,4,588,86,95,100,6155,265
5955,8,487,96,95,100,6730,267
10768,3,492,96,95,100,14725,401
3347,1,449,90,78,100,7191,188
10791,18,421,93,78,100,13549,374
6571,2,540,86,60,100,9419,395
7812,2,555,85,60,95,11282,401
5226,0,395,89,60,100,7353,306
4366,5,497,86,60,100,5947,321
9159,4,580,85,60,100,12500,380
7887,0,500,91,78,100,11489,320
7359,3,462,91,78,100,9587,363
6218,6,509,91,78,100,8202,320
8083,2,593,89,78,100,11034,387
3931,9,688,87,78,95,5195,260
7103,5,407,93,78,100,9473,377
10430,4,608,89,78,100,14058,406
5470,10,490,87,60,100,6896,301
8156,2,585,85,60,100,11697,359
9880,4,531,86,60,100,13208,433
5822,1,474,87,60,100,8182,398
4937,10,480,87,60,100,5688,228
10591,2,517,87,60,100,14061,489
11438,11,573,90,78,100,15127,411
11268,2,431,93,78,100,15231,384
10351,4,543,92,95,100,14122,383
11470,3,563,89,95,100,15889,389
6205,2,416,89,95,100,8598,319
8352,14,455,98,100,100,9735,445
11277,4,524,96,100,100,15294,498
11834,5,559,95,100,95,15907,482
12852,12,378,96,100,100,16315,477
12257,4,494,91,100,100,16882,563
9227,3,518,88,100,100,12957,472
5190,0,506,81,100,100,7572,390
5876,14,487,97,100,100,6998,306
9615,1,445,98,100,100,13756,404
12026,5,493,97,100,100,16222,495
11398,14,589,91,100,95,13943,414
7529,4,561,81,78,100,9912,378
6050,3,505,91,78,100,7878,377
4353,4,583,85,60,100,5749,270
10477,6,548,86,60,100,14366,489
9208,7,594,85,60,100,11635,347
13889,15,388,93,78,100,16128,545
6563,4,533,95,95,100,8550,359
4912,0,522,95,95,100,7152,257
6550,2,397,97,95,100,8657,348
11221,14,484,96,95,100,14501,492
10863,1,402,98,95,100,14771,418
8007,3,475,95,95,100,10449,355
4651,2,538,91,78,100,6287,240
6533,12,410,93,78,100,7887,262
5210,3,446,92,78,100,7173,246
4889,2,659,88,78,95,6319,277
3189,2,531,86,60,100,4530,219
6161,1,417,86,60,100,7971,368
166,0,8,75,43,100,243,17
10332,0,509,91,78,100,14058,408
3974,0,699,82,60,95,6018,252
7135,0,372,88,60,100,10084,330
4379,0,415,85,60,100,6345,301
3678,0,532,82,60,100,5385,273
1561,0,440,81,60,100,2652,159
4021,0,545,70,43,100,5855,208
6935,0,595,75,60,100,9150,324
3045,0,451,76,43,100,4498,196
4934,0,532,68,25,100,7088,202
7594,0,383,74,25,100,9604,323
5533,0,421,81,43,100,7961,269
6150,0,524,81,43,100,8432,293
7844,0,428,80,43,100,10985,322
5257,0,401,78,43,100,7598,221
5217,0,393,75,43,100,6985,189
4706,0,459,71,43,100,6779,260
6994,0,471,78,25,100,10078,310
1379,0,508,82,43,100,2276,151
8217,0,334,89,60,100,11083,258
4527,0,517,82,43,100,6543,251
2985,0,540,80,43,100,4408,240
4653,0,433,80,43,100,6541,192
8404,0,372,88,60,100,11380,350
5273,0,391,84,43,100,7512,199
7443,0,423,88,60,100,9620,246
7106,0,377,88,60,100,9427,300
6015,0,611,93,95,100,8443,253
2170,0,522,95,95,100,3502,153
4809,0,509,91,78,100,7143,264
7270,0,236,94,78,100,9945,259
985,0,540,90,78,100,1912,114
3412,0,447,84,60,100,5275,219
3768,0,395,78,43,100,5586,212
6562,0,526,73,43,100,9698,384
5387,0,393,76,43,100,7378,266
1714,0,541,70,43,100,2669,176
5421,0,455,76,43,100,7501,213
8366,0,498,90,78,100,11859,366
3902,0,499,84,60,95,5046,213
9206,0,588,89,78,100,13062,357
4051,0,491,86,60,100,6025,255
2453,0,685,82,60,100,3609,201
795,0,468,76,43,100,1521,90
6432,0,394,69,25,100,8346,346
8136,0,518,80,43,95,11047,355
6764,0,478,83,60,95,8573,297
2334,0,493,79,43,95,3652,196
2091,0,563,75,43,100,3384,166
3872,0,507,75,60,100,5708,254
1884,0,606,65,43,100,3137,166
2280,0,742,53,25,100,3711,221
1590,0,519,61,43,100,2314,144
5581,0,742,64,60,100,8572,296
1477,0,459,74,78,100,2368,156
1614,0,728,64,60,100,2493,133
4166,0,711,69,78,100,6327,261
6408,1,533,75,78,100,8668,415
1686,0,339,77,78,100,2724,171
1466,0,494,69,60,100,2734,163
1314,0,736,61,60,78,2227,143
3534,0,462,67,60,95,4972,175
1968,0,847,56,43,100,2880,172
1254,0,526,57,25,100,2152,143
3808,0,483,52,1,100,5595,224
1845,0,636,49,1,100,2930,175
2028,0,749,46,1,100,3219,199
2488,0,535,51,1,100,4010,210
261,0,33,50,1,100,359,17
6253,0,491,92,78,100,8167,330
13437,4,411,0,0,0,15132,488
10064,0,396,0,0,0,12055,432
10399,1,481,0,0,0,11952,374
9872,2,497,0,0,0,10050,310
11111,7,469,0,0,0,11617,347
8848,3,522,0,0,0,10397,357
12655,2,514,0,0,0,14700,513
5547,0,542,0,0,0,6846,308
7111,2,576,0,0,0,8693,351
7294,0,559,90,100,78,8790,363
11849,0,535,90,100,100,12747,458
7900,0,358,90,100,100,9608,275
7459,0,538,84,100,100,9109,313
8320,0,596,94,100,95,9845,357
9406,1,605,95,100,100,10947,376
11828,12,398,98,100,100,11963,351
3878,0,541,94,100,100,4740,220
25122,26,403,98,100,95,25080,477
7796,0,565,96,100,100,9453,340
3752,1,576,93,100,78,4399,185
5241,0,651,90,95,78,6379,312
3590,0,684,87,78,95,4520,191
12153,4,489,91,78,100,13921,458
6899,0,542,89,78,95,7500,244
2533,1,823,75,43,95,2699,145
7741,1,471,80,43,100,9383,317
8258,0,487,87,60,100,10246,420
14789,9,449,92,78,100,15395,413
3618,0,700,84,78,100,4458,198
10220,1,425,97,95,100,10897,379
11638,1,335,98,100,100,11910,370
11105,0,440,94,100,100,13482,440
9368,0,569,90,100,100,11305,385
4033,1,562,86,95,100,5603,300
8439,0,555,93,100,78,10459,330
1900,0,497,95,95,95,2171,109
5471,1,660,88,78,95,6677,219
3739,0,560,82,60,95,4928,270
10475,3,517,81,60,100,11186,408
7014,0,633,81,60,95,8322,263
6189,0,534,78,43,100,7182,232
3514,0,750,75,43,95,4306,243
2211,0,453,86,60,95,2522,135
11046,2,587,85,60,100,12596,421
10612,1,696,84,60,100,12703,367
9092,0,544,90,78,95,9938,375
9019,0,589,94,95,100,10696,350
3090,0,745,85,78,95,3557,189
6929,0,539,94,95,95,7883,254
5617,1,676,88,78,100,6912,268
8569,0,515,95,95,100,10137,281
2333,0,635,85,78,100,3914,227
3899,0,480,95,95,100,4885,256
12969,1,546,97,100,100,15327,470
4353,0,474,97,100,100,5745,247
5212,0,646,90,95,100,7166,347
6587,1,547,88,95,100,7878,284
8159,0,643,87,100,95,10184,423
7122,1,629,87,100,95,8300,306
8811,0,597,87,95,100,10217,379
9864,1,716,92,100,95,10569,341
8369,1,623,95,100,100,9872,356
6008,0,500,93,100,100,7815,298
6873,0,599,94,100,95,7334,280
13039,15,545,96,100,95,12798,348
13283,1,454,98,100,100,13802,376
8881,2,789,91,100,95,10680,367
6227,1,502,97,100,100,7393,306
11539,5,515,96,100,100,11989,369
3636,1,462,96,100,95,4072,188
3628,0,835,90,100,95,4290,204
5699,0,538,95,95,95,7518,299
4371,0,468,91,78,100,6674,324
8876,0,527,87,78,100,12481,480
5649,0,564,94,95,100,8022,287
9731,0,508,95,95,100,12349,463
8454,0,648,89,95,100,10510,397
8755,1,517,96,100,100,11852,338
6330,0,642,90,100,95,8065,287
3513,0,365,99,100,100,4881,292
7792,0,483,96,100,95,9945,333
11362,1,626,94,100,95,13921,404
9772,2,620,95,100,100,11494,425
4307,1,600,93,95,100,6058,325
13642,11,591,94,95,100,16484,516
12024,0,375,98,100,100,14514,548
9445,2,430,95,100,100,11996,558
5366,0,481,91,100,100,7532,348
12604,6,520,96,100,100,15657,481
4968,0,622,94,100,100,7350,379
7024,0,394,98,100,100,8812,338
5022,0,439,95,100,100,6239,225
10421,0,503,94,100,100,12604,475
8681,0,535,96,100,100,10980,477
13054,0,550,95,100,100,16793,531
7471,0,441,94,100,100,9616,407
6424,0,668,93,100,100,8567,414
4801,0,590,93,95,100,6209,260
5003,0,636,91,95,95,7145,343
8351,0,478,92,100,100,10951,495
6869,0,483,91,100,100,9669,366
5800,0,328,92,100,100,7358,275
7312,0,605,88,100,100,8386,326
7134,0,472,94,100,100,9507,370
5353,1,446,97,100,100,7163,277
4579,0,498,94,95,100,6348,312
5470,0,501,89,78,100,7468,305
6616,0,605,79,60,95,8453,375
9775,0,665,81,60,100,12680,444
7198,0,466,84,60,100,9200,297
7185,1,552,83,60,100,8813,315
9062,0,463,91,78,100,11362,538
10597,0,390,97,95,100,14453,565
5246,0,405,94,95,100,6459,253
3404,0,686,87,78,100,5095,297
4098,0,555,81,60,100,5892,281
3572,0,680,72,43,95,5257,292
5401,0,745,72,60,95,7590,325
7639,0,448,79,60,100,10267,454
6101,0,428,84,78,100,8671,436
13144,0,508,92,95,100,16186,454
8393,0,451,95,100,100,11351,462
8493,0,430,97,100,100,10779,394
9002,0,443,93,100,100,11332,313
3921,0,461,91,100,100,5080,250
7556,0,608,94,100,95,10193,442
6517,0,503,97,100,100,8312,389
6873,0,516,96,100,100,9643,401
7174,0,718,92,100,95,8955,340
7275,0,451,97,100,100,9215,426
